text,sentiment_class
ratoath gaa would like say thank happy mothers day mums country working every part health service public services today hsmeath meathgaa hselive gaaleinster crokepark rte tbckkowejb,-1
normal mothers day happy mothers day mum staysafe chrishu davecaine ladbible stayathome mothersday atwrsk lpi,-1
jearychristina happy mother day lost pirate despite awesome costume made mothersday starwars tkxea aib,0
happy mothers day absolute legend woman words explain much done years crap put haha mother best friend beautiful woman cuefjpwex awnfx zc,0
boys surprised morning lump throat iv seen important things life happy mothers day mothersday phbbjhotr find,0
mums wish happy mother day bradford hull leeds manchester sheffield napoleons mothersday dpssk,0
happy mothers day marian many young peeps separated families marian dostcentre second mum many young people seeking asylum london dostcentre co uk awaccvwr,-1
may god continue bless mothers use enrich homes sustain society heal world rt dominicanmedia mothers mothersday happymothers mom family fam mom love rt everything myworld mother related photooftheday life happy familytime xjr imffxz,0
mine first though rodneysa happy mother day momma sareneanita wondering yes mother day somewhere mothersdayuk mothersday rodneysa sta tus,0
oh cake copious amounts tea happy mothersday thank brewandbakehq helping make possible today afternoontea cheltenham ljgnhwrwjn,1
good evening jan hope much wine unfortunately daughter grandson could come today drink happy mothers day,1
happy mother day mothers special part family larger extent society men concerned making money providing family mothers spend large chunk lives birthing rearing child facebook posts mothersday bhodnklv,0
day self iso way happy mothers day great able spend every single minute day natwoodgate today naturally treated like king dsobxbnyc nqore pc,0
happy mothers day mums involved roseacre raiders could without stay safe raiders happymothersday pogwtsbt,1
happy mothers day quotes images memes bestnewyearwishes info happy mothers day quotes images memes oaqjyehppd,1
mums happy mother day still open takeaway collection order justeatuk deliveroo want go outside house let covid ruin special day stay safe mothersday malaysianfoodleeds vfp wuwhoo,0
happy mothers day mothers round world may almighty god protect guide families live tell story covid jesus christ mighty name amen gxmskplblg,0
friday classed high risk group covid today uk government taken people like nhs list still risk longer get government help uk thanks boris happy mothers day,-1
happy mother day wonderful mothers families stayathome mothersday love rabbit babies daffodils spring illustration pencildrawing eomfb cutz,0
happy mothers day amazing mothers life day show strong loving incredible mum would anything meadhbh anluan cvb mb kjb bxuqzrgetuukbhkgzl fp,0
see family one taken seriously people risking lifes save let kill virus stay home also happy mothers day nhs staff cannot see family,1
mother day greeting online bit chat catch local news denis brennan tralee co kerry says happy mothersday wife yrs maisie via computer photo domnick walsh eye focus capturinghistory stayathome mm buy,-1
happy mothers day wonderful mothers mothers world appreciate cliqupcxu bpw,0
happy mothers day stay safe dear customers balloon expression mothersday balloon staysafe cheshunt cgmy lkp woznsu,0
mothers day celebration mother person take place others whose place one else take kudos mothers happy mothers day responsible mothers wishing many blessed returns everlasting joy shall portion ijmn amen ci sxzqdug,0
mothers day happy mother day special mums sorry spoil today sure spoil soon nice mother day grimscotemanor quote dcbuzbwli dweuc ap,0
happy mothers day love celebrate every amazing mother stay beautiful stay popping popcelebrates happymothersday itr ta,0
good night bumble barney edward sure mothers day please wish mummy happy mothers day lots hugs tucking hugs cuddles love much,0
happy mother day two important women life mothersday happymothersday mummy motherinlaw cynzmbfix xy,0
thank laughing best times sticking worst times would without love happy mother day kingfisherafrica mothersday sunday love edi ssyr,-1
raising glass brave mum today cannot see moment happy mothers day amazing mum grandma ufdbzmlr,0
happy mammy day know tough times seeing eachother today better times coming socialdistancing mothersday ru qisf,1
happy mothers day lucky enough mamma inspiration everyday hero best friend two books read last year different mother daughter relationships give one try reading bookworm booklover mothersday books read aopip ygpf,1
made clear man maybe widower taken mother role child deserve wished happy mothers day,1
mothers day different way made happy mothers day sign put window plus rainbow picture dddm nsdj pqfl diu,-1
inactive last days puppys packing move dam virus well eyes open yet super cute happy mothers day mothers mothersday fesb znmq,0
happy mothers day monty surprised daddys chose card agreed without question sending love strong women life mothers cats dogs humans weirdosforlife mothersday ceebxlpeo uqn ru jw,0
happy mothers day loving giving woman shared heart foster children sister staying away mum right trying keep safe possible qarqzj zhv,1
happy st mother day deirdrekennedyx phones social socialdistancing exploring thegreatoutdoors inchloop tipperary familystrolls mothersday ift tt dl yut happy st mother day deirdrekennedyx phones social socialdistanci nedoh aig,0
happy mother day special mothers course lovely team markree home farms mothersday mother markreehomefarms sligo yu wakouch,-1
happy mothers day great mums especially soccer mums get every weekend cold winter months let kids enjoy sport kind,1
wishing lovely mums happy mother day strange one year share love words small gestures send virtual text love hugs close pick phone mothersday motheringsunday mothersday stayathome cometogether lqbow sas,-1
happy mothersday kirstyl awesome mum perfect nerd partner would say love normally reply know lwik,0
thismorning happy mothers day mum maggie lee whos new home hillbeck bearstedhaven seen weeks due lock love ya gfrnivyda,-1
everyone alien vs predator galaxy would like wish uk members happy mother day alien aliens xenomorph xenomorphxx queenalien mothersday mothersday motheringsunday cjdijkbbxw,0
happy mothers day mummy reposted bnbladies like warmly celebrate every mother special mother day celebration happy mother day love celebrate dicmqjxny ig mjpljnk,-1
happy mothersday incredible women photos would know day tough sending love thoughts way kr mk qoyk,0
happy mothers day whether mummy step mum soon mum mum fur babies dad also mum rock times becoming teachers gym instructors play dates may year ift tt dohtp cwqci ak,0
happy birthday mothers day maw thanks putting especially asbo harper haha hope best day stuck loveee ya xx cysdpdw cw ywl,-1
ones ones lost ones become happy mothers day thevbankng sta tus,0
happy mother day mothers grandmother priceless covenant elderly care foundation appreciates everyone mothersday eldercare cecfoundation seniorcitizens internationalwomensday cecfvalues grateful woman,0
language express power beauty heroism mothers love happy mothers day team romantic castles ireland mothersday women castlehotels mother bride motherofthebride wedding sijymp,-1
excuse wild hair self isolation apparently mother day happy girls could wish loving full character duo cal mama thank girls xxx mothersday girls daughte ift tt dkptw rwvrbbvhr,-1
happy mother day amazing mams hope lovely day current circumstances big virtual bouquet flowers coppi mothersday happymothersday weloveyou thankyou mam faustocoffee fausto sunday ogsjsxbpxd,1
happy mother day lovely mum sweet mother go forget de suffer wey suffer love mother may god almighty bless richly mother mothersday mum sweetmother arielmothers ihpktulrbe,0
may mothers day wife rachel version antidote covid happy mothers day mums ums fqojyk,0
sad see mother person today strange times able send flowers sent lovely picture miss mum happy mother day mum mothersday happymothersday flowers bouquet motheringsunday yxpel jkl,0
happy mother day beautiful lady youre best mothersday motheringsunday inspirational motherdaughter jamaica motheranddaughter blessed covid co bz ul nfwqpe ra ioz echa qnq zw kfr,0
happy mother day beautiful wife emily amazing mom aygul protective daughter lioness cubs lucky mother daughter mothersday aygul status,0
happy mothersday mothers grandmothers motherly figures world ngireland excellent collection artworks featuring amazing women read today ngireland stat,0
